2026-04-25 13:04:26,457 | INFO | Runtime initialized. Kaggle mode: True
2026-04-25 13:04:26,458 | INFO | Quick run mode: False
2026-04-25 13:04:30,615 | INFO | Sequential experiment execution selected for stability.
2026-04-25 13:04:35,503 | INFO | Completed australian | mlp | baseline | fold 1 | accuracy=0.8841 | pr_auc=0.9556
2026-04-25 13:04:37,992 | INFO | Completed australian | mlp | baseline | fold 2 | accuracy=0.8841 | pr_auc=0.8723
2026-04-25 13:04:41,361 | INFO | Completed australian | mlp | baseline | fold 3 | accuracy=0.9130 | pr_auc=0.9448
2026-04-25 13:04:42,957 | INFO | Completed australian | mlp | baseline | fold 4 | accuracy=0.7536 | pr_auc=0.8423
2026-04-25 13:04:44,873 | INFO | Completed australian | mlp | baseline | fold 5 | accuracy=0.8696 | pr_auc=0.8746
2026-04-25 13:04:47,229 | INFO | Completed australian | mlp | baseline | fold 6 | accuracy=0.8841 | pr_auc=0.9661
2026-04-25 13:04:49,105 | INFO | Completed australian | mlp | baseline | fold 7 | accuracy=0.7536 | pr_auc=0.8822
2026-04-25 13:04:51,199 | INFO | Completed australian | mlp | baseline | fold 8 | accuracy=0.8261 | pr_auc=0.9381
2026-04-25 13:04:53,347 | INFO | Completed australian | mlp | baseline | fold 9 | accuracy=0.8261 | pr_auc=0.9029
2026-04-25 13:04:56,817 | INFO | Completed australian | mlp | baseline | fold 10 | accuracy=0.9565 | pr_auc=0.9754
2026-04-25 13:04:58,365 | INFO | Completed australian | mlp | smoteenn | fold 1 | accuracy=0.8696 | pr_auc=0.9606
2026-04-25 13:04:59,977 | INFO | Completed australian | mlp | smoteenn | fold 2 | accuracy=0.8406 | pr_auc=0.8237
2026-04-25 13:05:01,531 | INFO | Completed australian | mlp | smoteenn | fold 3 | accuracy=0.9130 | pr_auc=0.9463
2026-04-25 13:05:02,983 | INFO | Completed australian | mlp | smoteenn | fold 4 | accuracy=0.7536 | pr_auc=0.8112
2026-04-25 13:05:04,478 | INFO | Completed australian | mlp | smoteenn | fold 5 | accuracy=0.8551 | pr_auc=0.8612
2026-04-25 13:05:06,199 | INFO | Completed australian | mlp | smoteenn | fold 6 | accuracy=0.8696 | pr_auc=0.9604
2026-04-25 13:05:07,677 | INFO | Completed australian | mlp | smoteenn | fold 7 | accuracy=0.7536 | pr_auc=0.8781
2026-04-25 13:05:09,236 | INFO | Completed australian | mlp | smoteenn | fold 8 | accuracy=0.8261 | pr_auc=0.9271
2026-04-25 13:05:10,724 | INFO | Completed australian | mlp | smoteenn | fold 9 | accuracy=0.8406 | pr_auc=0.9113
2026-04-25 13:05:12,270 | INFO | Completed australian | mlp | smoteenn | fold 10 | accuracy=0.9130 | pr_auc=0.9425
2026-04-25 13:05:14,363 | INFO | Completed australian | mlp | weighted_bce | fold 1 | accuracy=0.8986 | pr_auc=0.9562
2026-04-25 13:05:18,871 | INFO | Completed australian | mlp | weighted_bce | fold 2 | accuracy=0.9130 | pr_auc=0.9046
2026-04-25 13:05:21,802 | INFO | Completed australian | mlp | weighted_bce | fold 3 | accuracy=0.9130 | pr_auc=0.9384
2026-04-25 13:05:23,481 | INFO | Completed australian | mlp | weighted_bce | fold 4 | accuracy=0.7681 | pr_auc=0.8230
2026-04-25 13:05:25,481 | INFO | Completed australian | mlp | weighted_bce | fold 5 | accuracy=0.8551 | pr_auc=0.8788
2026-04-25 13:05:28,108 | INFO | Completed australian | mlp | weighted_bce | fold 6 | accuracy=0.8841 | pr_auc=0.9687
2026-04-25 13:05:30,242 | INFO | Completed australian | mlp | weighted_bce | fold 7 | accuracy=0.7391 | pr_auc=0.8723
2026-04-25 13:05:35,228 | INFO | Completed australian | mlp | weighted_bce | fold 8 | accuracy=0.8406 | pr_auc=0.9478
2026-04-25 13:05:36,928 | INFO | Completed australian | mlp | weighted_bce | fold 9 | accuracy=0.8406 | pr_auc=0.9105
2026-04-25 13:05:41,856 | INFO | Completed australian | mlp | weighted_bce | fold 10 | accuracy=0.9710 | pr_auc=0.9697
2026-04-25 13:05:44,967 | INFO | Completed australian | mlp | focal_loss | fold 1 | accuracy=0.8986 | pr_auc=0.9454
2026-04-25 13:05:47,718 | INFO | Completed australian | mlp | focal_loss | fold 2 | accuracy=0.8841 | pr_auc=0.9010
2026-04-25 13:05:51,306 | INFO | Completed australian | mlp | focal_loss | fold 3 | accuracy=0.9130 | pr_auc=0.9484
2026-04-25 13:05:52,940 | INFO | Completed australian | mlp | focal_loss | fold 4 | accuracy=0.7681 | pr_auc=0.8567
2026-04-25 13:05:54,795 | INFO | Completed australian | mlp | focal_loss | fold 5 | accuracy=0.8841 | pr_auc=0.9100
2026-04-25 13:05:57,528 | INFO | Completed australian | mlp | focal_loss | fold 6 | accuracy=0.8696 | pr_auc=0.9578
2026-04-25 13:05:59,654 | INFO | Completed australian | mlp | focal_loss | fold 7 | accuracy=0.7971 | pr_auc=0.8738
2026-04-25 13:06:01,468 | INFO | Completed australian | mlp | focal_loss | fold 8 | accuracy=0.8116 | pr_auc=0.9466
2026-04-25 13:06:03,812 | INFO | Completed australian | mlp | focal_loss | fold 9 | accuracy=0.8406 | pr_auc=0.9056
2026-04-25 13:06:07,805 | INFO | Completed australian | mlp | focal_loss | fold 10 | accuracy=0.9565 | pr_auc=0.9682
2026-04-25 13:06:11,901 | INFO | Completed australian | lstm | baseline | fold 1 | accuracy=0.8116 | pr_auc=0.8660
2026-04-25 13:06:13,538 | INFO | Completed australian | lstm | baseline | fold 2 | accuracy=0.7536 | pr_auc=0.7563
2026-04-25 13:06:16,108 | INFO | Completed australian | lstm | baseline | fold 3 | accuracy=0.9565 | pr_auc=0.9572
2026-04-25 13:06:20,364 | INFO | Completed australian | lstm | baseline | fold 4 | accuracy=0.7536 | pr_auc=0.8022
2026-04-25 13:06:22,931 | INFO | Completed australian | lstm | baseline | fold 5 | accuracy=0.7826 | pr_auc=0.7605
2026-04-25 13:06:26,988 | INFO | Completed australian | lstm | baseline | fold 6 | accuracy=0.8406 | pr_auc=0.8928
2026-04-25 13:06:28,996 | INFO | Completed australian | lstm | baseline | fold 7 | accuracy=0.7101 | pr_auc=0.7871
2026-04-25 13:06:30,741 | INFO | Completed australian | lstm | baseline | fold 8 | accuracy=0.7391 | pr_auc=0.8254
2026-04-25 13:06:34,872 | INFO | Completed australian | lstm | baseline | fold 9 | accuracy=0.8551 | pr_auc=0.9053
2026-04-25 13:06:38,102 | INFO | Completed australian | lstm | baseline | fold 10 | accuracy=0.7971 | pr_auc=0.8863
2026-04-25 13:06:39,599 | INFO | Completed australian | lstm | smoteenn | fold 1 | accuracy=0.7826 | pr_auc=0.8135
2026-04-25 13:06:41,382 | INFO | Completed australian | lstm | smoteenn | fold 2 | accuracy=0.7391 | pr_auc=0.6691
2026-04-25 13:06:44,274 | INFO | Completed australian | lstm | smoteenn | fold 3 | accuracy=0.9275 | pr_auc=0.9432
2026-04-25 13:06:46,543 | INFO | Completed australian | lstm | smoteenn | fold 4 | accuracy=0.6812 | pr_auc=0.6624
2026-04-25 13:06:49,020 | INFO | Completed australian | lstm | smoteenn | fold 5 | accuracy=0.7101 | pr_auc=0.7782
2026-04-25 13:06:51,460 | INFO | Completed australian | lstm | smoteenn | fold 6 | accuracy=0.7536 | pr_auc=0.8646
2026-04-25 13:06:52,900 | INFO | Completed australian | lstm | smoteenn | fold 7 | accuracy=0.7101 | pr_auc=0.7789
2026-04-25 13:06:54,368 | INFO | Completed australian | lstm | smoteenn | fold 8 | accuracy=0.5507 | pr_auc=0.6992
2026-04-25 13:06:55,551 | INFO | Completed australian | lstm | smoteenn | fold 9 | accuracy=0.6522 | pr_auc=0.7559
2026-04-25 13:06:57,171 | INFO | Completed australian | lstm | smoteenn | fold 10 | accuracy=0.8406 | pr_auc=0.8917
2026-04-25 13:06:58,718 | INFO | Completed australian | lstm | weighted_bce | fold 1 | accuracy=0.7971 | pr_auc=0.8767
2026-04-25 13:07:02,808 | INFO | Completed australian | lstm | weighted_bce | fold 2 | accuracy=0.8551 | pr_auc=0.8810
2026-04-25 13:07:05,988 | INFO | Completed australian | lstm | weighted_bce | fold 3 | accuracy=0.9420 | pr_auc=0.9485
2026-04-25 13:07:08,319 | INFO | Completed australian | lstm | weighted_bce | fold 4 | accuracy=0.6667 | pr_auc=0.6896
2026-04-25 13:07:10,128 | INFO | Completed australian | lstm | weighted_bce | fold 5 | accuracy=0.6957 | pr_auc=0.7783
2026-04-25 13:07:12,876 | INFO | Completed australian | lstm | weighted_bce | fold 6 | accuracy=0.7826 | pr_auc=0.8825
2026-04-25 13:07:15,019 | INFO | Completed australian | lstm | weighted_bce | fold 7 | accuracy=0.7391 | pr_auc=0.7826
2026-04-25 13:07:17,820 | INFO | Completed australian | lstm | weighted_bce | fold 8 | accuracy=0.8116 | pr_auc=0.8462
2026-04-25 13:07:21,158 | INFO | Completed australian | lstm | weighted_bce | fold 9 | accuracy=0.7826 | pr_auc=0.8291
2026-04-25 13:07:23,340 | INFO | Completed australian | lstm | weighted_bce | fold 10 | accuracy=0.7826 | pr_auc=0.8505
2026-04-25 13:07:25,858 | INFO | Completed australian | lstm | focal_loss | fold 1 | accuracy=0.8696 | pr_auc=0.9091
2026-04-25 13:07:27,975 | INFO | Completed australian | lstm | focal_loss | fold 2 | accuracy=0.6667 | pr_auc=0.6858
2026-04-25 13:07:29,433 | INFO | Completed australian | lstm | focal_loss | fold 3 | accuracy=0.9130 | pr_auc=0.9380
2026-04-25 13:07:30,942 | INFO | Completed australian | lstm | focal_loss | fold 4 | accuracy=0.6957 | pr_auc=0.6547
