LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,avg_bill_amt,max_bill_amt,std_bill_amt,avg_pay_amt,max_pay_amt,std_pay_amt,avg_pay_delay,max_pay_delay,num_delayed_months,utilization_current,avg_utilization,payment_to_bill_ratio_1,avg_payment_to_bill_ratio,recent_bill_change,recent_payment_change,SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
-0.12450958,-0.0023715526,0.06395934,0.051759277,0.04393701,0.052154727,0.015016124,0.013397425,-0.041348577,-0.043597262,-0.03709053,-0.026866538,0.008078049,0.000515588,0.10497596,0.022392567,0.033027258,-0.016931297,-0.0012144535,9.9663295e-05,0.012019441,-0.19503416,0.0,-0.06177258,-0.16465278,-0.00017928013,0.000433568,0.04530585,-0.0016054002,0.0,0.21575513,0.10807471,0.39281473,0.073428154,0.0909702,0.10563344,0.14705545,0.21023624
0.2926254,0.006589932,-0.00033872583,-0.0338576,-0.016690645,-0.016796893,-0.026948763,-0.0018901314,0.010362256,0.008275884,0.009426791,0.008267338,0.003264431,0.003148436,-0.019999878,-0.0005889992,0.006511273,0.05826569,0.0022673595,-0.0069457283,0.0,0.0,0.0,0.19117446,0.43590105,-2.7172604e-07,-1.0693063e-05,0.023941025,0.0012131059,0.0,0.0,0.24810147,0.0,0.0,0.0,0.0,0.0,0.0
0.13554302,-0.0031912888,-0.007969559,0.023289328,0.011374331,-0.007841961,-0.0059063793,-0.0021882127,0.000774736,0.017901566,0.01691608,0.0042690975,0.002224895,0.010665251,0.019379284,0.0009504674,0.016369773,0.055620246,0.0063264347,-0.003276922,0.1630677,0.4083898,0.8369143,-0.015517153,0.085615784,-7.541003e-06,9.65748e-07,0.01884796,0.0045152614,0.07169517,0.045037456,0.11635426,1.684308,0.072033465,0.067244254,0.04059567,0.0,0.0
-0.085300855,-0.01339203,0.05315172,0.080829,0.043397494,0.029142344,0.009670009,-0.0029224998,0.07494186,0.040334877,0.030149978,0.018529475,0.0025577631,0.012279391,0.09259411,-0.0034954527,0.03740498,0.11126323,0.0036863708,-0.0041303392,0.011496668,0.5471365,0.50055224,-0.02107751,-0.11171049,-0.009650157,0.00011832563,0.004514752,0.00030463317,0.0,0.0,0.11011754,0.20132527,0.13308382,0.057876173,0.13409086,0.0,0.0
-0.12501617,-0.0020433902,0.30501372,-0.32042307,-0.21133986,0.111773625,0.18196227,0.12044787,-0.09708114,-0.09873148,0.023013595,-0.13722041,0.015974073,0.009600804,-0.34090945,-0.0014048157,-0.0074009434,-0.10027961,0.0029928435,0.043077882,0.07013738,0.59010106,1.2571638,-0.015696725,0.16698062,7.2416066e-07,1.5330288e-06,0.041502748,-0.0068932776,0.0,0.0,0.14386523,2.392153,0.0,0.0,0.066464595,0.13206948,0.0509737
0.17636362,0.010288594,0.0022533818,-0.023318047,-0.013551483,-0.008447233,0.0057211528,0.010511318,0.03406156,-0.0054207207,0.0093255015,0.02282341,-0.0063093817,0.0019336701,-0.028798783,-0.0005003192,0.02441417,0.047135845,0.0011575972,-0.0039950022,0.26323652,0.42877373,1.9736874,0.0009834947,0.13796994,1.2735021e-06,1.7911304e-06,0.0039833477,-0.0011555012,0.0,0.19181645,0.0,0.22023442,0.10173658,0.07530002,0.05984951,0.12364447,0.07407423
0.2758,-0.031953685,-0.009574993,-0.06957562,0.020595992,0.023553627,0.01927244,0.0026626918,0.021002894,0.014249053,0.021770855,0.015638659,0.008203316,0.0037093428,0.005056889,0.004683423,-0.042931557,0.08295324,-0.0032766054,-0.005288205,0.0,0.0,0.0,0.25037903,0.067460634,1.7332477e-06,-6.98874e-06,-0.006836445,0.0006553819,0.0,0.08957214,0.27201617,0.0,0.0,0.0,0.0,0.0,0.0
0.2527435,-0.0010345909,0.00909818,-0.08575074,-0.03351607,-0.009830401,-0.02924975,0.022223467,-0.12667339,0.038581327,-0.028098509,0.021045372,-0.0017779568,-0.0024401415,-0.060128774,0.00917936,0.006948741,0.00796482,-0.0017443963,0.007931371,0.120199956,0.46722892,0.8523269,0.0823252,0.323926,-4.9415185e-06,-4.445238e-06,0.103051804,0.025295882,0.0,0.0,0.25053036,0.0,0.0,0.06377933,0.05350441,0.11170029,0.0
0.009155128,0.0015875594,0.040137053,0.07754778,0.07122574,0.025014361,-0.0012283366,0.003511014,-0.061226826,0.008990689,-0.012433631,-0.008303981,-0.019657794,-0.005025109,0.095237345,0.05170015,0.033029888,-0.0029361993,-0.0031429194,-0.0026363295,0.25507215,-0.59379476,0.0,-0.045085967,-0.22956207,-3.71676e-05,0.00014478808,-0.040981848,0.004799939,0.0,0.20447737,0.057629075,0.3861947,0.11036285,0.085563,0.10429614,0.15835267,0.061853927
0.030540243,-0.0015653683,0.21742043,-0.24757975,-0.07250107,0.04371398,0.01881644,0.029095834,-0.053153746,-0.013686424,-0.03600276,0.01905732,-0.0043439465,-0.00065595977,-0.1324211,0.015372167,-0.037952352,-0.0062854188,0.0,0.002982804,0.051861934,0.51237,0.530742,-0.0040379423,0.14561331,8.703478e-07,-1.4375646e-06,-0.15672839,0.0022269161,0.11926803,0.16619536,0.19309042,2.20336,0.0,0.0,0.0,0.115062624,0.0
0.25578836,0.04125161,0.05335679,0.021806046,-0.0012368021,0.020754164,0.026107319,0.00027925102,-0.45549348,-0.3261269,-0.13187617,0.0011430237,0.005588768,0.009980521,0.059574284,-0.0037424816,-0.03516634,-0.2597759,0.010956191,0.043909583,-0.043561295,0.0,0.0,-0.067639604,-0.06593025,-0.0005517558,0.00025784766,0.26936486,-0.0155435335,0.13031456,0.0,0.0,0.398839,0.055226058,0.0,0.0,0.13412817,0.21015178
-0.07564596,0.03881034,0.049792208,0.07390121,0.05440224,-0.0003567051,0.018657796,-0.0011699325,0.01321929,-0.044609614,-0.24393633,-0.05538752,-0.0060366527,-0.18681747,0.062999606,0.017828556,-0.0126765985,-0.42823076,0.13952456,0.10184092,0.089502506,-0.52421385,0.0,-0.0980014,-0.17620881,-0.011945557,7.948592e-05,0.024420166,-0.007184503,0.0726601,0.19291463,0.12953502,0.3180309,0.07389001,0.074707575,0.112202495,0.15848862,0.07834826
0.34948045,0.0009465547,0.020428626,0.062235225,0.02916162,0.023343036,0.021685392,0.00043703406,-0.13073325,-0.07207718,-0.13875373,-0.077374525,0.006088549,0.004718597,0.04917702,0.0019311928,0.015329551,-0.13407429,0.006357031,0.01928607,0.029462334,0.0,0.0,0.1607194,0.2364744,-6.654752e-05,0.00012249961,-0.051657315,0.0032461495,0.0,0.0,0.0,0.37559402,0.07699554,0.10310715,0.0977562,0.0,0.0
-0.32027733,-0.049100492,0.5748956,-0.34938523,0.04647223,-0.13955022,-0.00936564,0.0005642361,-0.18620028,-0.29007939,-0.034653272,-0.017824259,-0.0316861,-0.0008408961,-0.1399466,0.29997095,0.24847956,-0.22052138,0.027184669,0.042929992,0.0,0.0,0.0,0.36103895,0.27338448,9.76313e-07,1.5890227e-07,0.006973966,-0.03518217,0.23035607,0.084024146,0.3149119,0.0,0.0,0.0,0.0,0.0,0.0
0.3491942,0.0047229235,-0.004656894,0.011193141,0.012299228,0.01058547,0.007988972,-0.0001239311,0.0017870398,0.016149562,0.014359618,-0.007025216,-0.006200915,-0.010102383,0.009875831,-0.002027626,-0.003185702,0.0022252067,0.0,0.00016691035,0.0,0.0,0.0,0.25708842,0.17966405,-1.0631841e-06,7.1085437e-06,-0.15534775,0.003721304,0.18193416,0.22926551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13975546,-0.007391995,0.04559604,0.027145473,0.051806487,-0.088671036,-0.05707565,0.043558322,-0.08290876,-0.044937134,-0.26901913,-0.0038845076,-0.0030245448,-0.0051762047,-0.04101665,-0.040730257,-0.101632096,-0.4658644,0.3064421,0.16117267,0.07097795,0.0,0.0,-0.14032504,-0.10174665,-3.9859086e-05,7.857764e-05,0.004751034,0.00011493393,0.0,0.7654094,0.12753822,0.33113155,0.05342285,0.1788502,0.08664498,0.0,0.0
0.24442814,0.055534307,-0.006131315,-0.026674617,-0.013601622,-0.017751122,-0.017342243,-0.001863069,0.025480643,0.005021707,0.008067591,-0.0,0.00010402337,0.0020344304,-0.027900683,-0.0015507607,0.024169963,0.057168312,-0.00063196546,-0.007240521,0.0,0.0,0.0,0.047745496,0.21061355,5.474544e-07,-5.5645937e-06,0.0051002824,-0.0015049152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0576533,0.015038408,0.10460853,0.051650763,0.018282004,0.0291663,0.018500937,-0.007266426,0.042647872,0.0355084,0.010123405,-0.03453027,0.0059544323,0.004065298,0.002231523,0.091623105,0.12670091,0.028841496,0.001775448,0.0060826335,0.09525609,0.0,0.0,0.35069415,-0.059830245,2.5056447e-06,-1.4784109e-07,-0.79791015,0.00077867304,0.0,0.0,0.15265936,0.0,0.0,0.07149421,0.07886169,0.07291755,0.14034991
